Started At,Completed At,Completion Status,Device Type,Browser,Organization Uuid,Segment,Organizationscountry,Utm Medium,Utm Source,Utm Campaign,1. 1. ¿Cómo conociste sobre iZettle?,"2. 2. En general, ¿cuál es tu grado de satisfacción con iZettle?",3. 3. ¿Qué tan probable es que recomiendes iZettle a tus amigos o colegas?,"4.1. 4. ¿Podrías indicar, en una escala del 1 al 5, cuál es tu grado de satisfacción con los siguientes aspectos? Atención al cliente","4.2. 4. ¿Podrías indicar, en una escala del 1 al 5, cuál es tu grado de satisfacción con los siguientes aspectos? Informes de ventas","4.3. 4. ¿Podrías indicar, en una escala del 1 al 5, cuál es tu grado de satisfacción con los siguientes aspectos? Importe total que puedes aceptar en cada pago con tarjeta","4.4. 4. ¿Podrías indicar, en una escala del 1 al 5, cuál es tu grado de satisfacción con los siguientes aspectos? Comisiones de pago","4.5. 4. ¿Podrías indicar, en una escala del 1 al 5, cuál es tu grado de satisfacción con los siguientes aspectos? Ofrecerles a tus clientes un recibo","4.6. 4. ¿Podrías indicar, en una escala del 1 al 5, cuál es tu grado de satisfacción con los siguientes aspectos? Lector de tarjetas","4.7. 4. ¿Podrías indicar, en una escala del 1 al 5, cuál es tu grado de satisfacción con los siguientes aspectos? Esfuerzo comunicativo (por ejemplo, sobre nuevas características o versiones de iZettle, consejos y trucos, actualizaciones de la cuenta)","4.8. 4. ¿Podrías indicar, en una escala del 1 al 5, cuál es tu grado de satisfacción con los siguientes aspectos? Depósitos","4.9. 4. ¿Podrías indicar, en una escala del 1 al 5, cuál es tu grado de satisfacción con los siguientes aspectos? Compatibilidad con accesorios (por ejemplo, impresoras, soportes, lectores de códigos de barras, etc.)","4.10. 4. ¿Podrías indicar, en una escala del 1 al 5, cuál es tu grado de satisfacción con los siguientes aspectos? Tu cuenta en my.izettle.com","4.11. 4. ¿Podrías indicar, en una escala del 1 al 5, cuál es tu grado de satisfacción con los siguientes aspectos? Aceptación de pagos","5. 5. Por lo que sabes, ¿cuáles de los siguientes productos, servicios o soluciones puede ofrecer iZettle a los pequeños negocios?",,,,,,,,,"6. 6. Siempre intentamos ampliar y mejorar el servicio que ofrecemos a nuestros clientes. Por favor, explica a continuación si hay algo que te disguste especialmente:","7. 7. Siempre intentamos ampliar y mejorar el servicio que ofrecemos a nuestros clientes. Por favor, explica a continuación si echas en falta alguna característica en nuestro servicio:"
2019-05-16 02:19:51 UTC,2019-05-16 02:22:41 UTC,completed,ios,Safari 12.1,4ae1ce36-300e-11e9-8603-a0c01a6a9abe,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Redes sociales,9,9,4,5,5,4,5,4,4,5,NA,5,4,,,,,,,,,Ninguno de las anteriores,N/a,N/a
2019-05-16 05:23:49 UTC,2019-05-16 05:27:01 UTC,completed,android,Chrome 74.0.3729.136,e37dbe28-2e53-11e9-87dc-4d08da5291cc,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Yo pagué algo con iZettle o vi a alguien hacerlo,9,10,5,5,4,2,5,5,5,5,4,5,3,,Sistema de punto de venta,,,Herramientas para controlar y analizar las ventas,,,,,No m acepto una tarjeta de vales q no tenía chip,No aún no
2019-05-16 17:18:54 UTC,2019-05-16 17:24:00 UTC,completed,windows,Microsoft Edge 17.17134,317cb460-591d-11e8-a658-c748874738db,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Alguien me lo recomendó,9,10,4,4,5,3,5,5,1,NA,NA,4,5,,Sistema de punto de venta,,,Herramientas para controlar y analizar las ventas,,Lector de tarjetas,,,"No estoy enterada de como puedo sacar mayor beneficio de mi cuenta Iztlle. Me gustaría conocer más sobre esto. Solo tenía el conocimiento de que podía hacer cobros con tarjeta, pero por lo visto hay mucho más.",Poder revisar el historial de movimientos realizados desde que empecé a usar Izetlle
2019-05-16 17:44:03 UTC,2019-05-16 17:49:16 UTC,completed,windows,Chrome 74.0.3729.131,88a0d94a-2fc5-11e9-b6d2-403c46004777,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Alguien me lo recomendó,8,8,1,1,1,1,1,1,1,1,1,1,1,"Complementos para cajas registradoras (por ejemplo, impresora de recibos, lector de códigos de barras, etc.)",,,,,,,,,la persona que me vendio la terminal no me dio seguimiento y lo que requiero es que me expliquen hasta que monto o cantidad de cobros bajan los intereses que me cobran,todo bien
2019-05-16 17:54:49 UTC,2019-05-16 17:57:43 UTC,completed,android,Chrome 63.0.3239.111,fac01c60-5222-11e8-b921-27768790d145,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Alguien me lo recomendó,9,10,4,5,4,2,3,5,4,3,3,3,5,"Complementos para cajas registradoras (por ejemplo, impresora de recibos, lector de códigos de barras, etc.)",Sistema de punto de venta,,Herramientas para gestionar el inventario,Herramientas para controlar y analizar las ventas,,,,,Nada,Nada
2019-05-16 18:06:52 UTC,2019-05-16 18:10:21 UTC,completed,ios,Safari 12.1,89a7fd90-3165-11e9-9e66-fd1ab2b1c664,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Ads en la web,10,10,5,5,5,4,5,5,5,5,5,5,5,"Complementos para cajas registradoras (por ejemplo, impresora de recibos, lector de códigos de barras, etc.)",,,,,,,,,Solo poder tener acceso a datos registrados solo lo puedo ver el día y después no aparecen,Nada
2019-05-16 19:10:39 UTC,2019-05-16 19:14:14 UTC,completed,android,Chrome 74.0.3729.136,dbd57ae0-58a1-11e8-842b-418078a1594c,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Alguien me lo recomendó,10,10,5,3,5,3,5,5,5,5,1,3,4,,,,Herramientas para gestionar el inventario,,,Lector de tarjetas,,,No,No
2019-05-16 22:12:30 UTC,2019-05-16 22:17:41 UTC,completed,android,Chrome 63.0.3239.111,086d3e10-5921-11e8-8b67-97c8d4c24d4f,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Alguien me lo recomendó,10,10,5,5,5,3,3,5,5,5,5,5,5,"Complementos para cajas registradoras (por ejemplo, impresora de recibos, lector de códigos de barras, etc.)",,,,,,,,,Nada,Ninguna
2019-05-16 22:18:11 UTC,2019-05-16 22:23:11 UTC,completed,android,Chrome 67.0.3396.87,91c95276-2e18-11e9-b8e1-395f932e2155,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Alguien me lo recomendó,9,10,5,4,5,3,4,5,4,5,5,4,5,"Complementos para cajas registradoras (por ejemplo, impresora de recibos, lector de códigos de barras, etc.)",Sistema de punto de venta,Programas de fidelización y de gestión de las relaciones con los clientes,Herramientas para gestionar el inventario,Herramientas para controlar y analizar las ventas,Herramientas de administración de personal,Lector de tarjetas,,,"No puedo usar el administrador de menu o cobrar por productos, solo he podido usar cobro por monto aunque ya cargue todos los productos",Paquetes de punto de venta mas accesibles
2019-05-17 00:22:09 UTC,2019-05-17 00:32:53 UTC,completed,mac,Chrome 67.0.3396.87,96511fa0-4b3c-11e8-b976-33a438ede971,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Búsqueda en la web (Google),10,10,5,5,5,5,5,5,5,5,5,5,5,"Complementos para cajas registradoras (por ejemplo, impresora de recibos, lector de códigos de barras, etc.)",Sistema de punto de venta,Programas de fidelización y de gestión de las relaciones con los clientes,Herramientas para gestionar el inventario,,,,,,"Nada, me encanta iZettle!",Ninguna
2019-05-17 00:49:56 UTC,2019-05-17 00:55:27 UTC,completed,android,Chrome 68.0.3440.91,3ac1d3c0-5896-11e8-8372-d2dfd9ce5640,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Alguien me lo recomendó,10,10,5,5,5,5,5,5,5,5,5,5,5,"Complementos para cajas registradoras (por ejemplo, impresora de recibos, lector de códigos de barras, etc.)",Sistema de punto de venta,,,Herramientas para controlar y analizar las ventas,Herramientas de administración de personal,Lector de tarjetas,Herramientas de contabilidad,,No,No
2019-05-17 13:14:14 UTC,2019-05-17 13:17:13 UTC,completed,android,Chrome 74.0.3729.157,7ca3f092-3186-11e9-b242-2b7ff4b0723f,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Ads en la web,10,10,5,5,5,NA,5,5,5,5,5,5,5,,Sistema de punto de venta,Programas de fidelización y de gestión de las relaciones con los clientes,,Herramientas para controlar y analizar las ventas,,,,,No,No
2019-05-17 16:52:27 UTC,2019-05-17 16:57:01 UTC,completed,ios,Safari 12.1,299c7532-3194-11e9-9a76-d52f6eb86776,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Alguien me lo recomendó,10,10,5,NA,5,3,5,5,4,5,5,4,5,"Complementos para cajas registradoras (por ejemplo, impresora de recibos, lector de códigos de barras, etc.)",Sistema de punto de venta,Programas de fidelización y de gestión de las relaciones con los clientes,Herramientas para gestionar el inventario,Herramientas para controlar y analizar las ventas,Herramientas de administración de personal,Lector de tarjetas,,,No se como hacer las carpetas de inventario en mi tablet y me gustaría poder ampliar las fotos para ubicar bien mis productos.,Solo un manual para poder sacar el mejor provecho a su app de inventario y como usarla y como usar los códigos de barras .
2019-05-17 17:09:26 UTC,2019-05-17 17:13:34 UTC,completed,android,Chrome 74.0.3729.136,a724208c-31a2-11e9-9fd0-2c4841a5fcef,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,YouTube,10,10,5,4,5,5,5,5,4,5,5,5,5,"Complementos para cajas registradoras (por ejemplo, impresora de recibos, lector de códigos de barras, etc.)",,,,,,Lector de tarjetas,,,Nada. Todo bien.,No
2019-05-17 17:29:38 UTC,2019-05-17 17:31:15 UTC,completed,windows,Chrome 74.0.3729.157,a25c9ea0-59e2-11e8-9dff-c1029b769b4b,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Redes sociales,10,10,5,5,5,5,5,5,5,5,5,5,5,"Complementos para cajas registradoras (por ejemplo, impresora de recibos, lector de códigos de barras, etc.)",,,,,,Lector de tarjetas,,,No tengo problemas con el servicio,No
2019-05-17 18:30:46 UTC,2019-05-17 18:32:07 UTC,completed,windows,Internet Explorer 11.0,78e5eaf0-59fa-11e8-8957-3141cc6efee4,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Redes sociales,10,10,5,5,5,5,5,5,5,5,5,5,5,,,,Herramientas para gestionar el inventario,,,,,,nada,no
2019-05-17 19:23:08 UTC,2019-05-17 19:27:31 UTC,completed,android,Chrome 67.0.3396.87,32058fa0-596e-11e8-a733-26576a8e0142,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Yo pagué algo con iZettle o vi a alguien hacerlo,8,7,3,5,5,2,5,5,4,4,4,4,5,,Sistema de punto de venta,,,,,,,,Que le tuviéramos la opción de darles meses sin intereses a los clientes,Meses sin intereses
2019-05-17 20:25:01 UTC,2019-05-17 20:28:22 UTC,completed,ios,Safari 12.1,7ce328e0-59fd-11e8-92cb-c79c965186bc,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Publicidad exterior,8,8,4,5,4,2,4,4,3,3,4,3,4,"Complementos para cajas registradoras (por ejemplo, impresora de recibos, lector de códigos de barras, etc.)",,,,,,,,,"Las ventas que caen en viernes no las depositan hasta el martes, es mucho tiempo",No
2019-05-18 00:11:47 UTC,2019-05-18 00:14:13 UTC,completed,android,Chrome 74.0.3729.157,4abe4210-5a01-11e8-8dd0-64cd66c1db0a,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Alguien me lo recomendó,9,9,4,4,3,3,4,5,4,5,3,5,5,"Complementos para cajas registradoras (por ejemplo, impresora de recibos, lector de códigos de barras, etc.)",Sistema de punto de venta,,Herramientas para gestionar el inventario,Herramientas para controlar y analizar las ventas,,Lector de tarjetas,,,Por el momento todo bien,No
2019-05-18 01:53:46 UTC,2019-05-18 02:19:11 UTC,completed,android,Chrome 74.0.3729.157,7ca3f092-3186-11e9-b242-2b7ff4b0723f,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Redes sociales,10,10,5,5,5,5,5,5,5,5,5,5,5,,Sistema de punto de venta,,,,,,,,No,No
2019-05-18 04:19:09 UTC,2019-05-18 04:25:32 UTC,completed,ios,Safari 12.1,292ef996-321e-11e9-9bd3-ca557d58a265,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Alguien me lo recomendó,9,9,5,5,5,4,5,5,3,5,NA,5,5,"Complementos para cajas registradoras (por ejemplo, impresora de recibos, lector de códigos de barras, etc.)",Sistema de punto de venta,,Herramientas para gestionar el inventario,,,Lector de tarjetas,,,"En la pantalla principal donde están los cuadros de los productos deberían de poder acomodarse por abecedario o a modo preferencial, todo lo demás me ha sido muy útil y agradable",Acomodo en abecedario de los productos
2019-05-18 14:47:35 UTC,2019-05-18 14:50:46 UTC,completed,android,Chrome 74.0.3729.157,79733408-32be-11e9-bca4-58b4fc5c4b3a,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Oxxo,8,8,4,4,4,3,4,4,4,4,NA,4,4,"Complementos para cajas registradoras (por ejemplo, impresora de recibos, lector de códigos de barras, etc.)",Sistema de punto de venta,,,Herramientas para controlar y analizar las ventas,,Lector de tarjetas,,,Na,Na
2019-05-18 17:33:40 UTC,2019-05-18 17:38:09 UTC,completed,android,Chrome 74.0.3729.157,4896c4c0-5ade-11e8-81e8-19b5b56e4082,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Alguien me lo recomendó,8,10,5,5,5,5,5,5,5,5,5,5,5,"Complementos para cajas registradoras (por ejemplo, impresora de recibos, lector de códigos de barras, etc.)",,Programas de fidelización y de gestión de las relaciones con los clientes,,Herramientas para controlar y analizar las ventas,,Lector de tarjetas,Herramientas de contabilidad,,"Me gustaría que en la versión de punto de venta, haya una ventana donde pueda ver las ventas de un producto en especial no solo el desglose por venta y stock",Una ventana de visualización de venta por producto y agregar la propina
2019-05-18 17:54:42 UTC,2019-05-18 17:57:35 UTC,completed,android,Chrome 73.0.3683.90,f7f6f380-5ae4-11e8-80b2-e1ac2ba84fd7,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Alguien me lo recomendó,10,10,4,4,NA,5,4,4,4,4,4,4,4,"Complementos para cajas registradoras (por ejemplo, impresora de recibos, lector de códigos de barras, etc.)",Sistema de punto de venta,,,,,Lector de tarjetas,,,Nada hasta ahora,Ninguna
2019-05-18 18:01:15 UTC,2019-05-18 18:05:15 UTC,completed,android,Chrome 74.0.3729.157,e2be5d90-5a45-11e8-bd62-e920a8cf5e2b,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Alguien me lo recomendó,10,10,5,5,5,4,5,5,5,5,5,5,5,,,,Herramientas para gestionar el inventario,Herramientas para controlar y analizar las ventas,,Lector de tarjetas,Herramientas de contabilidad,,No he tenido ningún inconveniente ni con el lector ni con la aplicación,"Me parece que esta muy completo, siendo una herramienta para la contabilidad y el registro de entradas monetarias"
2019-05-18 21:04:54 UTC,2019-05-18 21:08:38 UTC,completed,android,Chrome 74.0.3729.136,90105310-5acb-11e8-85e1-d5a9bcfbabd7,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Ads en la web,10,10,NA,NA,5,5,5,5,5,5,5,5,5,,,,,Herramientas para controlar y analizar las ventas,,Lector de tarjetas,,,Todo bien,Todo bien
2019-05-19 03:05:30 UTC,2019-05-19 03:10:14 UTC,completed,ios,Safari 12.1,f7b27cdc-3257-11e9-962c-91d174563226,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Alguien me lo recomendó,8,8,4,4,4,1,4,4,4,4,1,4,4,,Sistema de punto de venta,,Herramientas para gestionar el inventario,,Herramientas de administración de personal,Lector de tarjetas,,,Las comisiones para meses sin intereses es alta y a parte cobrar la comisión de iZettle se hace mucho para el cliente deberían mediar algo para que sea una sólo comisión no comisión sobre comision,Ninguna por el momento
2019-05-19 15:46:27 UTC,2019-05-19 15:50:03 UTC,completed,mac,Chrome 74.0.3729.131,3a57bea0-5796-11e8-8f31-6eab68b1c94d,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Publicidad exterior,9,10,5,5,5,4,4,5,5,5,4,5,5,,Sistema de punto de venta,,,,,,,,SERIA BUENO BAJAR COMISIONES,NO
2019-05-19 16:19:11 UTC,2019-05-19 16:24:03 UTC,completed,windows,Chrome 73.0.3683.103,72d9da5a-33ce-11e9-a768-a9a1106cc379,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Alguien me lo recomendó,10,10,5,5,5,5,5,5,5,5,5,5,5,,,,,,,Lector de tarjetas,,,nada por el momento,no estoy bien por el momento
2019-05-19 20:39:31 UTC,2019-05-19 20:41:37 UTC,completed,windows,Chrome 74.0.3729.157,a088128e-3395-11e9-a3a1-9caecabf22c3,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Yo pagué algo con iZettle o vi a alguien hacerlo,9,10,5,5,5,5,5,5,4,4,5,5,5,,Sistema de punto de venta,,Herramientas para gestionar el inventario,,,Lector de tarjetas,Herramientas de contabilidad,,todo muy bien,ninguna
2019-05-19 21:10:00 UTC,2019-05-19 21:13:28 UTC,completed,android,Chrome 73.0.3683.90,fc097f60-5bb1-11e8-8e4e-4975d43227bc,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Alguien me lo recomendó,10,10,5,5,5,5,5,5,5,5,5,5,5,,,,,,,Lector de tarjetas,,,"No, todo bien.",Nada
2019-05-19 21:14:15 UTC,2019-05-19 21:17:09 UTC,completed,android,Chrome 74.0.3729.157,049e05d6-30b1-11e9-a66d-960cd13c6cae,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Yo pagué algo con iZettle o vi a alguien hacerlo,9,10,5,5,5,3,5,5,4,4,5,5,5,"Complementos para cajas registradoras (por ejemplo, impresora de recibos, lector de códigos de barras, etc.)",Sistema de punto de venta,,,,,Lector de tarjetas,,,Me gustaría no tener que pagar comisiones,Todo bien
2019-05-20 13:01:01 UTC,2019-05-20 13:06:35 UTC,completed,android,Chrome 74.0.3729.157,c4301180-4a4a-11e8-8cef-13c04790909a,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Alguien me lo recomendó,10,10,4,4,5,5,5,5,5,5,3,5,5,"Complementos para cajas registradoras (por ejemplo, impresora de recibos, lector de códigos de barras, etc.)",,Programas de fidelización y de gestión de las relaciones con los clientes,Herramientas para gestionar el inventario,Herramientas para controlar y analizar las ventas,,Lector de tarjetas,Herramientas de contabilidad,,Ninguno,Ninguna
2019-05-20 13:49:23 UTC,2019-05-20 13:52:43 UTC,completed,ios,Safari 12.1,6edd39d4-33e1-11e9-b0fc-e44711b727d9,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Alguien me lo recomendó,8,8,5,4,2,1,4,4,4,4,4,4,4,,Sistema de punto de venta,,Herramientas para gestionar el inventario,,,Lector de tarjetas,,,"Lo que no me gusta es que no puedes administrar varias sucursales con gestión de reportes de venta e inventario independiente. 

Sólo es capaz de gestionar admin de un solo punto de venta. Esto es pésimo",Hace falta gestión de admin de varios puntos de ventas
2019-05-20 14:25:35 UTC,2019-05-20 14:29:53 UTC,completed,android,Chrome 74.0.3729.157,c6e73fde-3405-11e9-87c0-e62da5a2085b,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Alguien me lo recomendó,9,10,4,5,4,4,5,4,3,5,4,5,4,"Complementos para cajas registradoras (por ejemplo, impresora de recibos, lector de códigos de barras, etc.)",Sistema de punto de venta,,Herramientas para gestionar el inventario,Herramientas para controlar y analizar las ventas,,Lector de tarjetas,,,A veces es un poco complicado que se conecte a celulares nuevos.,No de momento
2019-05-20 16:05:35 UTC,2019-05-20 16:07:11 UTC,completed,windows,Chrome 74.0.3729.157,17c8871a-32f2-11e9-bd43-00d5aef78fb5,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Alguien me lo recomendó,8,8,4,4,4,4,4,4,4,4,4,4,4,,Sistema de punto de venta,,,,,,,,gracias,gracias
2019-05-20 16:35:57 UTC,2019-05-20 16:38:09 UTC,completed,windows,Chrome 74.0.3729.157,14370b20-5acc-11e8-8beb-7e1adbd04ec1,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Redes sociales,9,9,5,5,5,5,5,5,5,5,5,5,5,"Complementos para cajas registradoras (por ejemplo, impresora de recibos, lector de códigos de barras, etc.)",,,,,,,,,me ofrecieron cobrarme menos comision y aun no lo hacen,ninguna
2019-05-20 16:49:30 UTC,2019-05-20 16:52:37 UTC,completed,windows,Chrome 74.0.3729.157,7edbb650-3484-11e9-bafe-bf9d09f6c8de,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Redes sociales,9,10,5,5,5,3,5,5,5,5,5,5,5,"Complementos para cajas registradoras (por ejemplo, impresora de recibos, lector de códigos de barras, etc.)",Sistema de punto de venta,,Herramientas para gestionar el inventario,,,Lector de tarjetas,,,"Las comisiones son algo altas, deberían poner promociones, para clientes que lleguen a cierta cantidad de ventas y disminuir la comisión,",todo excelente
2019-05-20 17:26:40 UTC,2019-05-20 17:30:42 UTC,completed,windows,Chrome 74.0.3729.157,3cb15660-56e3-11e8-a4ff-bd526b43dae5,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Periódicos o revistas,9,10,5,5,5,5,5,5,5,5,5,5,5,"Complementos para cajas registradoras (por ejemplo, impresora de recibos, lector de códigos de barras, etc.)",,,,,,,,,ninguno,soporte para nuestro equipo (donde colocarlo)
2019-05-20 19:15:39 UTC,2019-05-20 19:20:52 UTC,completed,windows,Chrome 74.0.3729.157,40b883b0-5a39-11e8-ae28-aa5ecf94958c,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Búsqueda en la web (Google),8,10,NA,NA,5,3,1,5,3,5,1,5,5,"Complementos para cajas registradoras (por ejemplo, impresora de recibos, lector de códigos de barras, etc.)",Sistema de punto de venta,,,,,,,,NADA,"SI PUDIERAN PONER EN EL PUNTO DE VENTA (TOTAL, ANTICIPO Y SALDOS.)"
2019-05-20 23:06:15 UTC,2019-05-20 23:08:40 UTC,completed,ios,Safari 12.1,146ff510-33c1-11e9-9859-94bf802bb541,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Alguien me lo recomendó,8,8,5,4,5,3,5,4,5,5,4,5,5,,Sistema de punto de venta,,,,,,,,Hola,No
2019-05-21 15:03:16 UTC,2019-05-21 15:06:02 UTC,completed,windows,Chrome 74.0.3729.157,8cec153e-347d-11e9-9abf-8092455cf2da,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Búsqueda en la web (Google),10,10,5,5,5,3,5,5,5,4,5,5,5,,Sistema de punto de venta,,,,,,,,"no me disgusta nada, creo que hasta el momento todo ha funcionado perfecto, la atención es muy buena :)","por el momento no, todo funciona perfecto."
2019-05-21 16:35:14 UTC,2019-05-21 16:37:31 UTC,completed,windows,Microsoft Edge 17.17134,32e9a9d4-354f-11e9-8220-67964b975558,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Ads en la web,10,10,5,5,5,5,5,5,5,5,5,5,5,"Complementos para cajas registradoras (por ejemplo, impresora de recibos, lector de códigos de barras, etc.)",,,Herramientas para gestionar el inventario,Herramientas para controlar y analizar las ventas,,Lector de tarjetas,,,"nada, todo esta excelente",no
2019-05-21 22:13:23 UTC,2019-05-22 04:07:15 UTC,completed,windows,Chrome 74.0.3729.157,be83df90-5d15-11e8-87ad-060764ca2672,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Búsqueda en la web (Google),7,6,4,3,4,1,4,4,2,NA,NA,4,5,,Sistema de punto de venta,Programas de fidelización y de gestión de las relaciones con los clientes,,,Herramientas de administración de personal,,Herramientas de contabilidad,,reducir las comisiones :D,una comisión más baja :D
2019-05-22 14:11:58 UTC,2019-05-22 14:14:33 UTC,completed,android,Chrome 74.0.3729.157,16bd1e50-5b0f-11e8-a909-5a47e7de7739,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Lo vi en una tienda ,10,10,NA,NA,4,4,5,5,3,5,NA,5,5,"Complementos para cajas registradoras (por ejemplo, impresora de recibos, lector de códigos de barras, etc.)",Sistema de punto de venta,,Herramientas para gestionar el inventario,Herramientas para controlar y analizar las ventas,,Lector de tarjetas,,,Qué la factura que expiden ustedes por comisiones no esté lista el último día del mes o al menos al siguiente inmediato,No
2019-05-22 15:21:34 UTC,2019-05-22 15:23:41 UTC,completed,android,Chrome 74.0.3729.157,5fb11720-5c3a-11e8-a075-aea56ec37c7c,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Redes sociales,8,8,4,4,5,3,4,5,5,5,3,5,5,"Complementos para cajas registradoras (por ejemplo, impresora de recibos, lector de códigos de barras, etc.)",,,Herramientas para gestionar el inventario,,,,,,Pues deberia de haber mas ptomociones sobre la comisión,Ninguna
2019-05-22 16:00:16 UTC,2019-05-22 16:03:09 UTC,completed,ios,Safari 11.0,e1989540-5d45-11e8-8812-d3c6eea7d7c1,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Fue un obsequio ,9,9,5,4,5,3,3,5,4,5,4,4,5,"Complementos para cajas registradoras (por ejemplo, impresora de recibos, lector de códigos de barras, etc.)",,,,,,,,,.,.
2019-05-22 17:17:24 UTC,2019-05-22 18:14:08 UTC,completed,mac,Chrome 74.0.3729.169,ad208af0-5d2e-11e8-bbc9-1c0a539d80bf,3M,MX,email,crm,LAT_MX_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Yo pagué algo con iZettle o vi a alguien hacerlo,10,10,5,5,5,5,5,5,NA,5,1,5,5,"Complementos para cajas registradoras (por ejemplo, impresora de recibos, lector de códigos de barras, etc.)",,,,,,,,,no hay muchas opciones para imprimir en el momento el recibo,no hay muchas impresoras compatibles
