Started At,Completed At,Completion Status,Device Type,Browser,Organization Uuid,Segment,Organizationscountry,Utm Medium,Utm Source,Utm Campaign,1. 1. How did you find out about iZettle?,"2. 2. Overall, how satisfied are you with iZettle, on a scale from 1 to 10?",3. 3. How likely is it that you would recommend iZettle to a friend or colleague?,"4.1. 4. Could you please indicate, on a scale from 1 to 5, how satisfied you are with: Deposits","4.2. 4. Could you please indicate, on a scale from 1 to 5, how satisfied you are with: The total amount you can accept per card payment","4.3. 4. Could you please indicate, on a scale from 1 to 5, how satisfied you are with: Communication efforts (e.g., about new features iZettle releases, tips & tricks, account updates)","4.4. 4. Could you please indicate, on a scale from 1 to 5, how satisfied you are with: Your account on my.izettle.com","4.5. 4. Could you please indicate, on a scale from 1 to 5, how satisfied you are with: Customer support","4.6. 4. Could you please indicate, on a scale from 1 to 5, how satisfied you are with: Taking payments","4.7. 4. Could you please indicate, on a scale from 1 to 5, how satisfied you are with: Compatibility with accessories (e.g., printers, stands, barcode scanners, etc.)","4.8. 4. Could you please indicate, on a scale from 1 to 5, how satisfied you are with: Transaction fees","4.9. 4. Could you please indicate, on a scale from 1 to 5, how satisfied you are with: Sales reports","4.10. 4. Could you please indicate, on a scale from 1 to 5, how satisfied you are with: Card reader","4.11. 4. Could you please indicate, on a scale from 1 to 5, how satisfied you are with: Offering your customers a receipt","5. 5. Which of the following products, services or solutions do you know or think that iZettle can offer small businesses?",,,,,,,,,,,6. 6. We are always looking to grow and improve the service for our customers. Please explain below if there is anything you are particularly dissatisfied with:,7. 7. We are always looking to grow and improve the service for our customers. Please explain below if there is any functionality in our service that you are missing today:
2019-05-02 17:46:05 UTC,2019-05-02 17:49:15 UTC,completed,windows,Chrome 73.0.3683.103,49b09f60-24ab-11e9-ae6e-fa6ee5ec98a7,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Somebody recommended iZettle to me,10,10,NA,5,3,5,NA,5,NA,3,4,5,NA,,,,Card Reader,,,,,,,,0,0
2019-05-02 17:49:30 UTC,2019-05-02 17:53:59 UTC,completed,android,Chrome 74.0.3729.112,f281a26a-24b0-11e9-8530-caed15ed197b,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Somebody recommended iZettle to me,10,10,5,4,4,5,5,4,5,4,5,5,NA,,,,Card Reader,,,,,,,,N/a,N/a
2019-05-02 18:17:17 UTC,2019-05-02 18:19:51 UTC,completed,ios,Safari 12.1,1c8ab772-2650-11e9-8e60-0bd7a693bf8a,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,I paid for something with iZettle or saw someone else do so,10,10,5,5,5,5,5,5,5,5,5,5,5,,,,,,Point-of-sale system,,,,,,NA,Na
2019-05-02 18:56:13 UTC,2019-05-02 18:59:10 UTC,completed,ios,Safari 10.0,a6831652-2648-11e9-95a0-b49da73d873b,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Somebody recommended iZettle to me,10,10,4,5,5,5,NA,5,NA,5,NA,5,4,,,,Card Reader,,,,,,,,Everything ok,Cheaper accessories once you've purchased the card reader
2019-05-02 19:07:08 UTC,2019-05-02 19:09:46 UTC,completed,ios,Safari 12.1,6d050696-2630-11e9-999a-1a690682ca15,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Somebody recommended iZettle to me,8,8,4,5,3,4,3,5,NA,3,5,5,NA,,,,Card Reader,Invoicing,Point-of-sale system,,,,,,Money should reach account sooner,Money should reach me quicker
2019-05-02 19:36:41 UTC,2019-05-02 19:41:46 UTC,completed,android,Chrome 70.0.3538.80,a6b8963e-262e-11e9-b5e1-29fad6a1dae9,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Social media,9,9,4,5,5,5,5,5,NA,5,5,5,5,"Cash register add-on (for example receipt printer, barcode reader etc.)",,,Card Reader,Invoicing,Point-of-sale system,Tools to track and analyze sales,,Tools to manage inventory,,,Payments could be a bit quicker,None
2019-05-02 19:37:43 UTC,2019-05-02 19:43:34 UTC,completed,ios,Safari 12.1,4c7b1900-4de7-11e8-bd33-df067133c9f1,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Internet search (Google),9,9,5,5,3,4,4,4,3,3,4,4,3,,,,Card Reader,Invoicing,Point-of-sale system,,,,,,Better phone signal in certain areas but that’s down to my network,No
2019-05-02 20:50:19 UTC,2019-05-02 20:52:59 UTC,completed,ios,Safari 12.0,fdb2c586-2615-11e9-8dcb-58577ce1f58b,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Somebody recommended iZettle to me,10,10,5,5,5,5,NA,5,NA,5,5,5,5,,,,Card Reader,,Point-of-sale system,Tools to track and analyze sales,,Tools to manage inventory,,,Nothing - very happy.,'-
2019-05-02 21:10:27 UTC,2019-05-02 21:16:54 UTC,completed,ios,Safari 12.1,7e335522-266b-11e9-a786-47831e6128e3,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,I paid for something with iZettle or saw someone else do so,9,10,5,5,4,4,4,5,5,4,4,5,5,"Cash register add-on (for example receipt printer, barcode reader etc.)",,,Card Reader,Invoicing,Point-of-sale system,Tools to track and analyze sales,Business financing,,,,"Not dissatisfied but would be helpful for my client’s Email address to be on the sakes report. They’re all my clients so I have their details in accordance with GDPR. I realise that your involvement means that this cannot be shown on my sales records. if perhaps part of their Email could be shown, like their card number, which is partially displayed, this would be helpful for me to track and trace my clients who pay by cash or card.",Just as I previously mentioned.
2019-05-02 21:22:48 UTC,2019-05-02 21:32:51 UTC,completed,ios,Safari 12.1,95700782-2623-11e9-ad23-48df76203fb7,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Somebody recommended iZettle to me,10,10,5,5,4,5,5,5,4,5,5,5,4,,,,Card Reader,,,,,,,,Nothing,No
2019-05-02 22:01:58 UTC,2019-05-02 22:04:02 UTC,completed,ios,Safari 12.1,129406d0-4d55-11e8-b8b2-be6b8e7c74f5,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Internet search (Google),10,9,5,5,5,4,4,4,NA,3,5,4,5,"Cash register add-on (for example receipt printer, barcode reader etc.)", Loyalty/CRM add-on,,Card Reader,Invoicing,Point-of-sale system,Tools to track and analyze sales,,Tools to manage inventory,,,N/a,N/a
2019-05-02 22:08:17 UTC,2019-05-02 22:10:42 UTC,completed,ios,Safari 12.1,c38df49c-2170-11e9-a2e3-1dcf7a57606d,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Somebody recommended iZettle to me,10,10,5,5,5,5,NA,5,5,4,5,5,5,"Cash register add-on (for example receipt printer, barcode reader etc.)", Loyalty/CRM add-on,Employee management tools,Card Reader,Invoicing,Point-of-sale system,Tools to track and analyze sales,Business financing,Tools to manage inventory,Accounting tools,,.,.
2019-05-03 07:16:41 UTC,2019-05-03 07:22:38 UTC,completed,android,Chrome 73.0.3683.90,81f4a26a-262a-11e9-a61c-64d583f6416a,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Somebody recommended iZettle to me,8,9,4,4,5,5,4,5,NA,5,5,4,NA,"Cash register add-on (for example receipt printer, barcode reader etc.)",,,,,,,,,,,All seems fine. I recommend izettle to all my customers too,None
2019-05-03 09:37:10 UTC,2019-05-03 09:42:33 UTC,completed,android,Chrome 73.0.3683.90,d382f8d2-2005-11e9-853b-16877d66ead1,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Somebody recommended iZettle to me,8,8,5,5,5,5,NA,4,NA,5,5,5,3,"Cash register add-on (for example receipt printer, barcode reader etc.)", Loyalty/CRM add-on,,Card Reader,,Point-of-sale system,Tools to track and analyze sales,,Tools to manage inventory,,,Nothing,Nothimg
2019-05-03 10:21:23 UTC,2019-05-03 10:24:36 UTC,completed,android,Chrome 73.0.3683.90,9359c7ac-261a-11e9-a76d-1b854d1603eb,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Somebody recommended iZettle to me,10,10,5,5,5,5,5,5,NA,5,5,5,NA,,,,,,,,,,,None of the above,None everything runs smooth.,None that I can think of.
2019-05-03 15:30:10 UTC,2019-05-03 15:38:48 UTC,completed,ios,Safari 12.1,0dbed3c0-4ee4-11e8-a304-ff8b93509935,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Internet search (Google),10,10,5,5,5,5,5,5,NA,3,5,5,5,"Cash register add-on (for example receipt printer, barcode reader etc.)", Loyalty/CRM add-on,,,,,,,,Accounting tools,,Not being aboe to print a receipt is the only downside,Receipt
2019-05-03 15:49:12 UTC,2019-05-03 15:53:51 UTC,completed,ios,Safari 12.1,7bd938d0-4f0e-11e8-87ba-ce3eb7d7f9bd,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Somebody recommended iZettle to me,10,10,NA,5,4,4,NA,5,NA,4,NA,5,NA,,,,,,,,,,,None of the above,N/A,N/A
2019-05-03 18:22:10 UTC,2019-05-03 18:25:13 UTC,completed,android,Chrome 74.0.3729.112,74204050-2601-11e9-b405-d91a064205a0,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Internet search (Google),8,9,4,4,4,4,4,4,4,3,4,5,4,,,,Card Reader,,Point-of-sale system,,,,,,Could prefer swifter payment into bank account.,Content.
2019-05-03 18:55:12 UTC,2019-05-03 18:58:19 UTC,completed,android,Chrome 67.0.3396.87,7102feb2-2728-11e9-9923-c35ff10a1291,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Somebody recommended iZettle to me,10,10,5,5,5,5,5,5,5,5,5,5,NA,, Loyalty/CRM add-on,,,,,,,,,,Very satisfied,none
2019-05-03 18:57:27 UTC,2019-05-03 19:21:53 UTC,completed,ios,Safari 12.1,80a7a3e0-4ed9-11e8-8cf3-c2238930ad9c,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Somebody recommended iZettle to me,10,10,4,4,4,4,4,5,4,4,5,5,4,"Cash register add-on (for example receipt printer, barcode reader etc.)",,,,,,,,,,,Overall it’s fine,No
2019-05-03 18:58:23 UTC,2019-05-03 19:00:58 UTC,completed,android,Chrome 67.0.3396.87,7102feb2-2728-11e9-9923-c35ff10a1291,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,I paid for something with iZettle or saw someone else do so,10,10,5,5,5,5,5,5,5,5,5,5,NA,, Loyalty/CRM add-on,,,,,,,,,,Very satisfied,none
2019-05-03 19:48:07 UTC,2019-05-03 19:50:12 UTC,completed,android,Chrome 73.0.3683.90,f3daea26-2718-11e9-a82b-2e212a93adbe,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Somebody recommended iZettle to me,10,10,5,5,NA,5,NA,5,NA,5,5,5,NA,,,,,,,,,,,None of the above,Nothing,Nothing
2019-05-03 22:09:02 UTC,2019-05-03 22:12:16 UTC,completed,android,Chrome 67.0.3396.87,82188fe4-26f8-11e9-b16f-623f3e97dc00,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,YouTube,10,10,5,5,5,5,5,5,5,5,5,5,5,,,,Card Reader,,,,,,,,Its brilliant,Very  happy
2019-05-04 15:25:46 UTC,2019-05-04 15:28:38 UTC,completed,ios,Safari 12.1,56f95f00-4fad-11e8-adcf-401973ac2a90,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Internet search (Google),10,10,5,5,4,5,5,5,5,5,5,5,5,"Cash register add-on (for example receipt printer, barcode reader etc.)",,,Card Reader,Invoicing,Point-of-sale system,,,,,,I only use it occasionally and it’s great for my needs,N/ a
2019-05-04 15:49:56 UTC,2019-05-04 15:57:41 UTC,completed,ios,Safari 10.0,5e820fe0-4efb-11e8-8313-1428ab001856,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Social media,10,10,5,5,3,5,NA,5,NA,3,4,4,5,"Cash register add-on (for example receipt printer, barcode reader etc.)",,,Card Reader,Invoicing,,,,,,,None,None
2019-05-04 15:59:26 UTC,2019-05-04 16:01:45 UTC,completed,android,Chrome 74.0.3729.112,ac1dc770-4f79-11e8-ac7c-7417ac46a82e,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Somebody recommended iZettle to me,10,10,NA,5,NA,5,5,5,NA,5,5,5,5,, Loyalty/CRM add-on,,Card Reader,,,Tools to track and analyze sales,,,,,Nothing,No e
2019-05-04 18:49:21 UTC,2019-05-04 18:52:47 UTC,completed,android,Chrome 67.0.3396.87,45f47af6-27d3-11e9-a345-1347709e8039,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Online ads,7,7,2,5,3,3,3,4,NA,3,3,4,4,,,,,,,,,,,None of the above,The amount of time payments take to arrive into my bank account,None
2019-05-04 20:02:34 UTC,2019-05-04 20:08:37 UTC,completed,ios,Safari 12.0,d3d73c20-4fa0-11e8-bd41-dac53cb9a061,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,I paid for something with iZettle or saw someone else do so,9,9,3,5,3,5,4,5,4,5,5,5,5,"Cash register add-on (for example receipt printer, barcode reader etc.)",,,Card Reader,Invoicing,Point-of-sale system,Tools to track and analyze sales,Business financing,Tools to manage inventory,Accounting tools,,"I was a bit upset when iZettle changed the updating of the input in the inventory system and I am still not up to speed with it,",No there is no further improvement I can see at present.
2019-05-04 22:55:12 UTC,2019-05-04 22:59:18 UTC,completed,android,Chrome 67.0.3396.87,e05b0fcc-27cb-11e9-b797-0a08faa474b8,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,I paid for something with iZettle or saw someone else do so,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,Card Reader,,,,,,,,I contacted your support email over 2 weeks ago as I have had a continuous error of DATECSBLEXX on my iZettle so it doesnt even work. I have not been able to take any card payments in this time which is extremely frustrating. Your customer service is appalling and i am now vert tempted to go to your competitors square,Good customer service and troubleshooting errors
2019-05-05 06:10:01 UTC,2019-05-05 06:18:20 UTC,completed,windows,Chrome 73.0.3683.103,463eff20-27a3-11e9-9bd0-3dd3d1aba899,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Internet search (Google),8,10,2,3,3,4,4,5,NA,2,2,5,5,"Cash register add-on (for example receipt printer, barcode reader etc.)",,,,,,,,,,,"There isnt enough detail added at the point of sale about the customer to help with business administration, such as customer postcode, e-mail address.","I would like the customers details at the point of sale to include a Postcode, and name, and e-mail address that then appears on the invoice, this will help with administration at the office when allocating payments."
2019-05-05 10:00:41 UTC,2019-05-05 10:06:56 UTC,completed,ios,Safari 12.1,a3086f82-27cd-11e9-917a-c9afff14a111,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Somebody recommended iZettle to me,9,9,4,5,5,5,5,5,NA,4,5,5,5,"Cash register add-on (for example receipt printer, barcode reader etc.)",,Employee management tools,Card Reader,Invoicing,Point-of-sale system,Tools to track and analyze sales,,Tools to manage inventory,Accounting tools,,Not dissatisfied but would like the ability to see exactly who The deposits equate to! If I could allocate a name to the individual sales it would make accounting a little easier.,See previous answer
2019-05-05 16:40:51 UTC,2019-05-05 16:44:42 UTC,completed,ios,Safari 12.1,4b9543b0-5096-11e8-a077-c618aa043f67,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Somebody recommended iZettle to me,9,10,5,5,5,5,5,5,NA,4,5,5,NA,,,,Card Reader,,,,,,,,Sometimes the software on an iPhone freezes so I have to restart the app. Apart from that it’s great and the speed of the transaction impressses customers.,None
2019-05-05 18:40:00 UTC,2019-05-05 18:42:54 UTC,completed,ios,Safari 12.1,c2affde2-2899-11e9-83eb-ab8d7e7ade70,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Online ads,10,10,5,5,5,5,5,5,5,5,5,5,5,"Cash register add-on (for example receipt printer, barcode reader etc.)",,,,,,,,,,,Happy with everything,Happy with everything
2019-05-05 20:05:34 UTC,2019-05-05 20:08:35 UTC,completed,windows,Chrome 74.0.3729.131,63667b98-289b-11e9-8985-f58fbfa6c370,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Internet search (Google),10,10,5,5,5,5,5,5,NA,4,5,5,5,"Cash register add-on (for example receipt printer, barcode reader etc.)",,,Card Reader,Invoicing,Point-of-sale system,Tools to track and analyze sales,,,,,nothing i can think of,none
2019-05-05 22:07:48 UTC,2019-05-05 22:13:46 UTC,completed,ios,Safari 12.1,57bdb5b0-4d16-11e8-817f-9ed4b3e4d117,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Internet search (Google),10,10,4,5,5,5,5,5,NA,5,5,5,NA,,,,Card Reader,Invoicing,,Tools to track and analyze sales,Business financing,,,,Not really dissatisfied just takes a bit too long for payments to go into my account .,Nothing I’ve noticed yet
2019-05-06 11:07:54 UTC,2019-05-06 11:09:41 UTC,completed,windows,Chrome 74.0.3729.131,19066e4a-288d-11e9-a416-06711d305219,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Social media,9,9,4,5,4,4,4,5,NA,4,NA,5,4,,,,,,,,,,,None of the above,N/A,N/A
2019-05-06 15:27:20 UTC,2019-05-06 15:29:52 UTC,completed,ios,Safari 12.1,8ec0f510-511a-11e8-a62b-75ccd3da5654,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Internet search (Google),9,9,5,5,5,5,5,5,NA,3,NA,5,NA,"Cash register add-on (for example receipt printer, barcode reader etc.)",,,,,Point-of-sale system,Tools to track and analyze sales,,,Accounting tools,,N/a,Non
2019-05-06 16:16:00 UTC,2019-05-06 16:19:22 UTC,completed,ios,Safari 12.0,117735c6-244e-11e9-9ac9-cdea273b02f9,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Somebody recommended iZettle to me,8,6,4,4,4,4,4,4,3,3,5,5,4,"Cash register add-on (for example receipt printer, barcode reader etc.)",,,Card Reader,,Point-of-sale system,,Business financing,,,,"Would like a manual calculator on the Go System for when we do a daily special 
training would be a good help also",N
2019-05-06 17:32:14 UTC,2019-05-06 17:39:55 UTC,completed,windows,Microsoft Edge 17.17134,c19a28e2-23f8-11e9-aae0-a47b48c8b5e2,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Somebody recommended iZettle to me,7,8,5,5,4,5,NA,3,NA,4,4,3,4,,,,Card Reader,Invoicing,Point-of-sale system,Tools to track and analyze sales,,Tools to manage inventory,,,"The app keeps disconnecting from the card reader and gives message NO CARD READER CONNECTED even though it can detect it. This seemed to be rectified with the last app update, but has started to happen again. Every morning I have to unpair the reader from my phone and then pair it again in the app. I also have to do this 2 or 3 times during a day. It is most disappointing.",None
2019-05-06 18:33:45 UTC,2019-05-06 18:35:48 UTC,completed,ios,Safari 12.1,6ec1e8f8-2970-11e9-8af6-c7173c7c53c5,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Social media,10,10,5,5,4,5,4,5,NA,3,5,5,NA,, Loyalty/CRM add-on,,,Invoicing,,,,,,,Very satisfied,None
2019-05-06 18:45:53 UTC,2019-05-06 18:48:05 UTC,completed,ios,Safari 12.1,9c14f7b6-2932-11e9-8318-cd393f9470f4,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Social media,10,10,3,5,5,5,5,5,3,5,5,5,5,, Loyalty/CRM add-on,Employee management tools,,,,Tools to track and analyze sales,Business financing,,,,Nothing,Nothing
2019-05-06 19:03:19 UTC,2019-05-06 19:06:00 UTC,completed,android,Chrome 73.0.3683.90,046c8ab2-2943-11e9-a337-a9729af12e3e,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Somebody recommended iZettle to me,8,9,5,5,4,5,3,4,5,5,3,5,5,,,,Card Reader,,,,,,,,None,None
2019-05-07 04:25:34 UTC,2019-05-07 04:27:45 UTC,completed,ios,Safari 12.1,186e114a-2914-11e9-a471-49af6e5276a7,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Internet search (Google),10,10,5,5,3,5,5,5,5,5,5,5,NA,, Loyalty/CRM add-on,,,,,,,,,,None,None
2019-05-07 05:22:04 UTC,2019-05-07 05:28:22 UTC,completed,ios,Safari 12.1,6b2b6c40-287c-11e9-a5ea-da8a621d6abd,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Somebody recommended iZettle to me,8,8,4,5,5,5,NA,5,NA,3,4,5,NA,"Cash register add-on (for example receipt printer, barcode reader etc.)",,,Card Reader,Invoicing,,,,Tools to manage inventory,,,Faster payments,None
2019-05-07 05:33:22 UTC,2019-05-07 05:37:30 UTC,completed,ios,Safari 12.1,877e95c4-289b-11e9-8ff3-48089f6f6ef3,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Social media,7,7,3,3,3,3,3,3,3,2,3,2,2,"Cash register add-on (for example receipt printer, barcode reader etc.)",,Employee management tools,,,,Tools to track and analyze sales,,Tools to manage inventory,Accounting tools,,"Privacy viewing reports
The reader is sometimes not working",Ability to print receipts
2019-05-07 10:48:47 UTC,2019-05-07 10:51:55 UTC,completed,ios,Safari 12.1,9bd628d2-2956-11e9-9536-bd46448ff083,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Somebody recommended iZettle to me,5,5,5,5,NA,5,5,1,NA,5,5,1,NA,,,,,,Point-of-sale system,,,,Accounting tools,,"Connecting the machine with phone is slow and when not used for little bit it takes time to connect back, slows the customer , sometimes it doesn’t work at all
Thinking of changing to another company to try other machines if they work better",No sure
2019-05-07 14:07:48 UTC,2019-05-07 14:10:09 UTC,completed,ios,Safari 12.1,840d8a10-4919-11e8-9aab-69c983d1b168,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Somebody recommended iZettle to me,10,10,5,5,5,5,5,5,5,5,5,5,5,"Cash register add-on (for example receipt printer, barcode reader etc.)", Loyalty/CRM add-on,,Card Reader,Invoicing,Point-of-sale system,,,,,,Happy,None
2019-05-07 15:16:11 UTC,2019-05-07 15:19:05 UTC,completed,windows,Chrome 73.0.3683.103,124c7278-295c-11e9-9070-e0f03b073fa5,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Somebody recommended iZettle to me,6,5,1,NA,2,3,5,3,NA,1,5,1,3,"Cash register add-on (for example receipt printer, barcode reader etc.)", Loyalty/CRM add-on,,Card Reader,Invoicing,Point-of-sale system,Tools to track and analyze sales,,,,,"I don't like to have onde deposit for a combination of days, I want dfferent deposits for each day so I can keep track.",deposits take too long
2019-05-07 15:39:42 UTC,2019-05-07 15:41:58 UTC,completed,mac,Chrome 73.0.3683.103,843398a0-522d-11e8-b099-faf693b1ffac,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,I paid for something with iZettle or saw someone else do so,7,8,5,5,4,4,NA,5,NA,2,4,4,5,, Loyalty/CRM add-on,,Card Reader,,,Tools to track and analyze sales,,,,,Need to keep on top of commission figures.  Don't get complacent as you grow in the marketplace!,No
2019-05-07 15:40:03 UTC,2019-05-07 15:43:27 UTC,completed,android,Chrome 67.0.3396.87,b296ba20-51f5-11e8-94b2-1b17db58a689,3M,GB,email,crm,EU_GB_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Somebody recommended iZettle to me,9,9,4,3,4,4,3,3,4,4,5,4,3,,,,,Invoicing,Point-of-sale system,,,,,None of the above,"None,iam happy with izettle",None
