Started At,Completed At,Completion Status,Device Type,Browser,Organization Uuid,Segment,Organizationscountry,Utm Medium,Utm Source,Utm Campaign,1. 1. Comment avez-vous entendu parler d'iZettle ?,"2. 2. Dans l'ensemble, quel est votre niveau de satisfaction vis-à-vis d'iZettle sur une échelle de 1 à 10 ?",3. 3. Quelle est la probabilité que vous recommandiez iZettle à un ami ou à un collègue ?,"4.1. 4. Pourriez-vous indiquer, sur une échelle de 1 à 5, votre niveau de satisfaction par rapport : Des lecteurs de carte","4.2. 4. Pourriez-vous indiquer, sur une échelle de 1 à 5, votre niveau de satisfaction par rapport : Aux frais de transaction","4.3. 4. Pourriez-vous indiquer, sur une échelle de 1 à 5, votre niveau de satisfaction par rapport : Des rapports d'activité","4.4. 4. Pourriez-vous indiquer, sur une échelle de 1 à 5, votre niveau de satisfaction par rapport : À votre compte sur my.izettle.com","4.5. 4. Pourriez-vous indiquer, sur une échelle de 1 à 5, votre niveau de satisfaction par rapport : Aux virements","4.6. 4. Pourriez-vous indiquer, sur une échelle de 1 à 5, votre niveau de satisfaction par rapport : D'accepter des paiements","4.7. 4. Pourriez-vous indiquer, sur une échelle de 1 à 5, votre niveau de satisfaction par rapport : À notre communication (par ex. à propos de nouvelles fonctionnalités, trucs & astuces, mises à jour)","4.8. 4. Pourriez-vous indiquer, sur une échelle de 1 à 5, votre niveau de satisfaction par rapport : Des reçus pour vos clients","4.9. 4. Pourriez-vous indiquer, sur une échelle de 1 à 5, votre niveau de satisfaction par rapport : Du service client","4.10. 4. Pourriez-vous indiquer, sur une échelle de 1 à 5, votre niveau de satisfaction par rapport : À la compatibilité avec les accessoires (par ex. imprimantes, supports, lecteur de code-barres, etc.)","5. 5. Parmi les produits, services ou solutions ci-dessous, lesquels, à votre avis, iZettle pourrait proposer aux petites entreprises ?",,,,,,,,,,,6. 6. Nous essayons constamment d'agrandir et d'améliorer nos services pour nos utilisateurs. Veuillez expliquer ci-dessous si il y a quelque chose en particulier dont vous n'êtes pas satisfait :,7. 7. Nous essayons constamment d'agrandir et d'améliorer nos services pour nos utilisateurs. Veuillez expliquer ci-dessous si il y a une fonctionnalité qui vous manque dans notre service aujourd'hui :
2019-06-06 12:16:30 UTC,2019-06-06 12:23:23 UTC,completed,android,Chrome 64.0.3282.156,e48a8dfc-3c02-11e9-b998-9777c37fffc8,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Recherche internet (Google),8,10,4,2,5,4,5,5,NA,3,4,NA,,,Fonction de gestion de la fidélisation / CRM,,,,,,,,,Je commence seulement a utiliser le lecteur carte.,Listing  récapitulatif clients avec coordonnées et dates des transaction.
2019-06-06 13:50:11 UTC,2019-06-06 13:52:44 UTC,completed,android,Chrome 75.0.3770.67,222b1f14-2e0c-11e9-8803-9eb5ab1fbaad,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Quelqu'un m'a recommandé iZettle,8,10,4,4,5,5,5,NA,5,NA,5,NA,,,,Outils comptables,,,,,,,,Souci Bluetooth,.non
2019-06-06 16:00:23 UTC,2019-06-06 16:17:00 UTC,completed,windows,Chrome 74.0.3729.169,d61cecd0-69bf-11e8-bf93-43d5c1f3040e,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Recherche internet (Google),8,8,5,5,5,5,5,5,5,5,5,5,,,,,,,,,Lecteur de carte,,,fiable et rapide,...
2019-06-06 16:03:41 UTC,2019-06-06 16:09:40 UTC,completed,ios,Safari 12.1.1,591d0760-698d-11e8-bfcc-28662b6a4dae,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Recherche internet (Google),8,10,5,4,4,4,4,4,4,3,4,4,,Outils de suivi et d'analyse des ventes,Fonction de gestion de la fidélisation / CRM,Outils comptables,,,Facturation,,Lecteur de carte,,,5/5,Peut-on synchroniser iZettle avec notre propre plateforme de gestion ?
2019-06-06 18:58:06 UTC,2019-06-06 20:37:13 UTC,completed,ios,Safari 12.1.1,aaa230ec-4187-11e9-b92b-f99985294569,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Publicité sur internet,10,10,5,4,5,5,5,5,4,5,5,5,,,,,,,Facturation,,,,,Tout est vraiment très efficace !,Il serait intéressant d’ouvrir ce service aux associations qui ne possèdent pas de numéro de siret
2019-06-06 21:00:55 UTC,2019-06-06 21:05:19 UTC,completed,windows,Chrome 74.0.3729.169,8a61738e-417c-11e9-ba30-cc3a6d587cd6,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Réseaux sociaux,9,10,4,3,5,4,5,5,3,3,NA,4,,,,Outils comptables,,,,,Lecteur de carte,,,"La mise en connexion du téléphone portable et du lecteur carte. Il y a des points à améliorer (en tout cas avec mon portable). Ca prend beaucoup de temps et ne fonctionne pas dans 100% des cas.
Et les frais en cas de lien de paiement qui sont élevés.",un récapitulatif des ventes et frais tous les mois par email
2019-06-07 06:53:10 UTC,2019-06-07 06:56:46 UTC,completed,windows,Firefox 67.0,d7bb8b78-41e1-11e9-880b-a08eb7d1b399,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Recherche internet (Google),10,10,4,3,4,4,5,5,3,4,NA,NA,Outils de gestion des stocks,,,,,,Facturation,Système de point de vente,,,,"Il faudrait pouvoir avoir plusieurs personnes pour un même compte. Pour exemple, nous sommes deux à vendre et nous ne savons pas qui a encaissé certaines commandes.",Idem
2019-06-07 10:26:09 UTC,2019-06-07 10:28:13 UTC,completed,android,Chrome 74.0.3729.157,3d5a6bbe-4194-11e9-837b-58ee9c6a0bc1,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Quelqu'un m'a recommandé iZettle,8,8,4,4,4,NA,NA,NA,NA,NA,4,4,Outils de gestion des stocks,,,Outils comptables,,,Facturation,Système de point de vente,Lecteur de carte,,,Ras,Ras
2019-06-07 16:03:40 UTC,2019-06-07 16:07:38 UTC,completed,android,Chrome 74.0.3729.157,3ce83b80-6a84-11e8-8710-f485d1332025,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Publicité sur internet,9,10,5,5,4,3,5,5,4,5,5,5,Outils de gestion des stocks,Outils de suivi et d'analyse des ventes,Fonction de gestion de la fidélisation / CRM,,,,,,,,,"La gestion su catalogue produit est un peu fastidieuse.
Un autre point noir pour moi, les produits en rupture de stock ne devraient pas être disponibles à la vente.",La compatibilité avec Windows
2019-06-07 19:23:56 UTC,2019-06-07 19:26:34 UTC,completed,android,Chrome 73.0.3683.90,111e54fa-4254-11e9-a6cb-029d46c2d749,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Réseaux sociaux,8,8,5,2,5,5,4,5,4,4,4,2,,,,,,"Accessoires de caisse (comme une imprimante à reçus, un lecteur de code-barres, etc.)",,,,,,Prix imprimante reçus très chere,M
2019-06-07 19:31:57 UTC,2019-06-07 19:35:15 UTC,completed,windows,Chrome 74.0.3729.169,3e927900-6a98-11e8-9c94-9c143a2f9c2c,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Publicité sur internet,7,10,3,2,3,4,5,5,5,4,NA,2,Outils de gestion des stocks,,Fonction de gestion de la fidélisation / CRM,,,"Accessoires de caisse (comme une imprimante à reçus, un lecteur de code-barres, etc.)",Facturation,,Lecteur de carte,,,La difficulte a connecte deux appareil different au lecteur de carte,.
2019-06-08 23:12:36 UTC,2019-06-08 23:20:09 UTC,completed,ios,Safari 12.1.1,0c172e30-6b33-11e8-9207-37f54531a22d,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Recherche internet (Google),9,10,5,3,3,NA,5,5,3,4,NA,NA,,,,,,"Accessoires de caisse (comme une imprimante à reçus, un lecteur de code-barres, etc.)",Facturation,,,,,"Pouvoir paramétrer la tva applicable automatiquement, par exemple je facture en tva 10% à chaque transaction je dois remettre correctement en 10% car c’est sur tva 20%..",Sans proposition.
2019-06-09 07:08:47 UTC,2019-06-09 07:11:24 UTC,completed,android,Chrome 67.0.3396.87,7738f144-4314-11e9-a8ee-7bbea9c8a90b,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Quelqu'un m'a recommandé iZettle,8,8,5,3,4,3,4,4,4,4,4,4,,,Fonction de gestion de la fidélisation / CRM,,,,,,,,,Je suis satisfait d izettle,Non
2019-06-09 12:28:09 UTC,2019-06-09 12:33:33 UTC,completed,windows,Microsoft Edge 18.17763,a9498668-41e2-11e9-b7cc-8d24e09225c1,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Télévision,10,10,5,5,5,5,5,5,5,5,5,NA,Outils de gestion des stocks,Outils de suivi et d'analyse des ventes,,,,,,,Lecteur de carte,,,non rien du tout pour l'instant,Pouvoir imprimer dans le cadre de restauration itinérante des tickets individuels par produits
2019-06-09 19:16:32 UTC,2019-06-09 19:20:54 UTC,completed,ios,Safari 12.1.1,f26577bc-4390-11e9-aa89-4628e5920ca8,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Quelqu'un m'a recommandé iZettle,10,10,5,5,5,5,5,5,5,5,5,5,,,,,,,Facturation,,,,,Je suis satisfait,Rien
2019-06-10 07:19:43 UTC,2019-06-10 07:27:25 UTC,completed,ios,Safari 12.1.1,4a6405a8-4424-11e9-af1a-cab5215e7506,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Quelqu'un m'a recommandé iZettle,10,10,4,4,4,4,4,4,3,4,4,4,,,,,,,,,,Aucune des réponses ci-dessus,,"Rien à dire pour le moment,c’e Très bien comme ça cordialement Alain",Rien à dire pour le moment
2019-06-10 07:30:12 UTC,2019-06-10 07:32:57 UTC,completed,ios,Safari 12.1,2030bec0-6c02-11e8-b2bf-6737af73f13c,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Quelqu'un m'a recommandé iZettle,9,10,5,2,5,3,4,4,4,4,3,4,,,,,,,,Système de point de vente,,,,Frais un peu élevés,Quand on a plusieurs vendeur en simultané pouvoir visualiser chaque vendeur
2019-06-10 08:15:16 UTC,2019-06-10 08:17:52 UTC,completed,android,Chrome 67.0.3396.87,df36d26a-440a-11e9-b713-7e4ba1450be4,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Quelqu'un m'a recommandé iZettle,7,6,4,2,4,4,3,4,2,1,2,1,Outils de gestion des stocks,,,,,"Accessoires de caisse (comme une imprimante à reçus, un lecteur de code-barres, etc.)",Facturation,,,,,Rien,Rien a signaler
2019-06-10 08:17:32 UTC,2019-06-10 08:21:08 UTC,completed,android,Chrome 67.0.3396.87,8a9f7b56-434e-11e9-868e-17fe850070dc,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Réseaux sociaux,8,8,4,3,4,4,4,4,4,4,NA,NA,,,,,,,,,,Aucune des réponses ci-dessus,,Frais de transactions un peu élevé,Ras
2019-06-10 12:41:04 UTC,2019-06-10 12:43:42 UTC,completed,ios,Safari 12.1,6edda440-6b38-11e8-9c68-ddde9e82514a,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Recherche internet (Google),8,8,5,3,4,4,5,5,4,4,4,4,Outils de gestion des stocks,,Fonction de gestion de la fidélisation / CRM,Outils comptables,,,Facturation,,,,,Ras,Ras
2019-06-10 19:02:32 UTC,2019-06-10 19:04:57 UTC,completed,ios,Safari 12.1.1,ea9d345e-44ba-11e9-a572-695d2dd95ab3,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Recherche internet (Google),10,10,5,3,5,4,5,5,5,5,5,NA,,,Fonction de gestion de la fidélisation / CRM,,,,,,,,,Il faudrait pouvoir inscrire des fiches clients,Listes clients
2019-06-10 19:05:29 UTC,2019-06-10 19:07:22 UTC,completed,windows,Firefox 60.0,dc386fd6-44ca-11e9-a984-49606bed5863,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Recherche internet (Google),9,8,5,4,4,4,4,4,3,NA,NA,NA,,,,,,,,,,Aucune des réponses ci-dessus,,rien,rien
2019-06-10 19:07:23 UTC,2019-06-10 19:10:11 UTC,completed,windows,Chrome 74.0.3729.169,07bf553c-44c8-11e9-a67e-7c674a4a6a87,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Quelqu'un m'a recommandé iZettle,6,6,5,2,NA,NA,5,2,NA,5,NA,NA,,,,,,,,,,Aucune des réponses ci-dessus,,rien,aucune
2019-06-11 05:30:28 UTC,2019-06-11 06:07:22 UTC,completed,windows,Microsoft Edge 17.17134,988c3a32-449e-11e9-9003-835622f0b50c,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Recherche internet (Google),9,9,5,2,4,4,4,4,4,4,4,4,Outils de gestion des stocks,,,,,,,,,,,non,non
2019-06-11 06:33:40 UTC,2019-06-11 06:35:39 UTC,completed,windows,Chrome 74.0.3729.169,0cfa8406-4430-11e9-8ef8-2b280c865737,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Quelqu'un m'a recommandé iZettle,9,9,4,4,4,4,4,4,4,4,4,4,,,,,,,,Système de point de vente,Lecteur de carte,,,rien,.
2019-06-11 07:52:31 UTC,2019-06-11 07:59:14 UTC,completed,android,Chrome 74.0.3729.157,f8693436-4422-11e9-bf45-975f45442333,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Réseaux sociaux,8,8,3,3,5,4,2,5,4,4,NA,NA,,,,,,,,,,Aucune des réponses ci-dessus,,Améliorer la rapidité du site internet,Non
2019-06-11 08:52:47 UTC,2019-06-11 08:55:24 UTC,completed,mac,Chrome 74.0.3729.169,72c07734-4424-11e9-9e9d-8eaa72d542f1,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Télévision,10,10,5,4,5,5,5,5,5,5,5,NA,,,,,,,Facturation,,,,,na,NA
2019-06-11 10:30:02 UTC,2019-06-11 10:32:50 UTC,completed,android,Chrome 75.0.3770.67,49bb2b12-44b6-11e9-bbf3-e060fb2108a0,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Réseaux sociaux,10,10,4,3,4,NA,5,5,NA,5,NA,NA,,,Fonction de gestion de la fidélisation / CRM,,,"Accessoires de caisse (comme une imprimante à reçus, un lecteur de code-barres, etc.)",,,,,,Ras,Impression ticket en direct
2019-06-11 15:44:51 UTC,2019-06-11 15:47:33 UTC,completed,ios,Safari 12.1.1,3da248d0-6d5a-11e8-b4b7-7ccbd054ac85,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Quelqu'un m'a recommandé iZettle,9,9,5,1,4,4,5,5,5,4,5,5,,,,,,"Accessoires de caisse (comme une imprimante à reçus, un lecteur de code-barres, etc.)",Facturation,,,,,Une imprimante à moindre coût pourrait être sympa ou l on pourrait imprimer et tickets et factures,O
2019-06-11 18:07:21 UTC,2019-06-11 18:11:28 UTC,completed,ios,Safari 12.1.1,364ae160-6d6d-11e8-b12e-af2e5904e110,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,"J'ai utilisé, ou vu quelqu'un utiliser iZettle pour acheter quelque chose",10,10,5,4,3,3,5,5,4,3,NA,NA,,,Fonction de gestion de la fidélisation / CRM,Outils comptables,,,,,,,,Ras,"Proposer un module gestionnaire client et la manière dont il a payé (Cb, espèce, chèque )"
2019-06-11 19:17:25 UTC,2019-06-11 19:20:02 UTC,completed,android,Chrome 67.0.3396.87,56abec90-6d4c-11e8-91b4-bb4f935227f8,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,"J'ai utilisé, ou vu quelqu'un utiliser iZettle pour acheter quelque chose",8,10,5,3,4,5,4,2,5,5,4,NA,,,,,,"Accessoires de caisse (comme une imprimante à reçus, un lecteur de code-barres, etc.)",Facturation,,,,,"Je rencontre des difficultés avec les porteurs de carte Master Card qui bien souvent ne peuvent me payer avec leur carte ""paiement refusé""",Remise plus détaillée (nom des clients)
2019-06-11 20:22:08 UTC,2019-06-11 20:29:54 UTC,completed,android,Chrome 67.0.3396.87,99c59a60-6dc1-11e8-b6e1-e9db0e5a8b52,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Recherche internet (Google),8,10,5,2,4,5,4,5,5,5,NA,NA,Outils de gestion des stocks,,,,,,Facturation,,,,,Frais de transaction un peu élevés,Aucune
2019-06-11 21:42:56 UTC,2019-06-11 21:44:57 UTC,completed,android,Chrome 67.0.3396.87,f713e968-4559-11e9-8ee5-a9cc02041f53,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Recherche internet (Google),9,9,5,4,NA,4,5,5,NA,5,NA,NA,Outils de gestion des stocks,,,,,,,,,,,N,.
2019-06-11 22:49:17 UTC,2019-06-11 23:08:39 UTC,completed,android,Chrome 67.0.3396.87,09967030-6d77-11e8-996a-e340324935c8,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Recherche internet (Google),8,8,5,4,4,5,5,5,5,5,NA,NA,Outils de gestion des stocks,,,,,"Accessoires de caisse (comme une imprimante à reçus, un lecteur de code-barres, etc.)",,Système de point de vente,,,,"Le seul point négatif , c'est qu'il manque d'interconnexion entre le catalogue de izettle et le catalogue d'un site e-commerce comme prestashop, Magento, WooComerce qui et vraiment absent. ce qui rend difficile la gestion d'un stock d'une boutique physique et d'un site e-commerce basée sur un seul et même stock. J'espère qu'un jour il y aura des modules de conexion de catalogue mise au point pour ses systèmes de sites de vente à distance (cms).","le manque d'interconnexion entre le catalogue de izettle et le catalogue d'un site e-commerce comme prestashop, Magento, WooComerce qui et vraiment absent. ce qui rend difficile la gestion d'un stock d'une boutique physique et d'un site e-commerce basée sur un seul et même stock. J'espère qu'un jour il y aura des modules de conexion de catalogue mise au point pour ses systèmes de sites de vente à distance (cms)."
2019-06-12 03:32:20 UTC,2019-06-12 03:37:52 UTC,completed,android,Chrome 67.0.3396.87,b9be865a-45b7-11e9-a0f7-c6590e63bee9,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Recherche internet (Google),8,8,4,3,5,5,5,5,5,5,5,4,,,,Outils comptables,,"Accessoires de caisse (comme une imprimante à reçus, un lecteur de code-barres, etc.)",,,,,,Rien à signaler,Rien à signaler
2019-06-12 07:01:53 UTC,2019-06-12 07:08:53 UTC,completed,ios,Safari 12.1,c3e8f580-6d6c-11e8-9d11-10880dee79da,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Recherche internet (Google),9,10,5,5,5,5,5,5,5,4,NA,NA,,,,,,,,,,Aucune des réponses ci-dessus,,Parfois c’est pas possible de taper le numéro téléphone pour les reçu.,No
2019-06-12 15:26:27 UTC,2019-06-12 15:33:44 UTC,completed,android,Chrome 75.0.3770.67,778a6470-6e44-11e8-ac8d-c6b0f319cfa7,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Recherche internet (Google),9,9,5,2,4,5,4,5,4,5,5,5,,,,Outils comptables,,"Accessoires de caisse (comme une imprimante à reçus, un lecteur de code-barres, etc.)",Facturation,Système de point de vente,Lecteur de carte,,,Il serait bien de pouvoir avoir des frais dégressifs certains mois. Ou sur les encaissements de pouvoir ajouter le numéro de chèque.,Application tpv avec gestion des clients.
2019-06-12 15:34:58 UTC,2019-06-12 15:39:04 UTC,completed,windows,Chrome 74.0.3729.169,e9b8af70-6e3f-11e8-bdfc-f01c2523297d,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Recherche internet (Google),9,9,5,3,NA,2,5,5,3,4,NA,NA,Outils de gestion des stocks,,,Outils comptables,,,,,,,,RAS,"Les acomptes et cautions.
En effet, impossible de demander une caution dans le cas où les clients vous empruntent du matériel.
Or, c'est possible et proposé par certains concurrents (Swikly)
C'est une fonctionnalité qui va devenir indispensable dans le cadre de notre activité."
2019-06-12 18:54:37 UTC,2019-06-12 19:00:47 UTC,completed,ios,Safari 9.0,85d84372-4327-11e9-98f4-9149f64d4f18,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Quelqu'un m'a recommandé iZettle,8,10,4,3,3,4,4,4,4,4,4,3,,Outils de suivi et d'analyse des ventes,,,,,,,,,,Aucune rponse,Commission a 1 pourcent
2019-06-12 19:01:04 UTC,2019-06-12 19:04:08 UTC,completed,ios,Safari 12.1.1,6f203118-462d-11e9-bee3-29f829089ed6,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Publicité sur internet,9,9,4,3,5,5,5,5,5,4,NA,5,,,,Outils comptables,,"Accessoires de caisse (comme une imprimante à reçus, un lecteur de code-barres, etc.)",,,,,,Je dois reconnecter mon lecteur régulièrement et malheureusement on me demande encore parfois des reçus papier mais sinon tout fonctionne avec parfois un peu de patience,Je ne vois pas.
2019-06-12 19:03:35 UTC,2019-06-12 19:08:21 UTC,completed,ios,Safari 12.1,e6cf6c00-6e5c-11e8-917f-cddf523e4af9,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Quelqu'un m'a recommandé iZettle,8,10,4,2,4,4,5,5,5,5,5,5,,,,,,"Accessoires de caisse (comme une imprimante à reçus, un lecteur de code-barres, etc.)",,,,,,R A S,De pouvoir sortir un ticket de facturation depuis la i  zettle
2019-06-13 15:28:11 UTC,2019-06-13 15:31:14 UTC,completed,ios,Safari 12.1.1,0fa93930-6f52-11e8-aa00-2c038ecee340,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Réseaux sociaux,10,10,5,4,1,4,5,5,5,5,5,NA,,,,,,,,,,Aucune des réponses ci-dessus,,Tout est bien organisé,Pas pour le moment
2019-06-13 18:57:03 UTC,2019-06-13 18:59:17 UTC,completed,ios,Safari 12.1.1,020ed010-6f42-11e8-bece-00b18752f12e,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Recherche internet (Google),10,10,5,2,4,5,5,5,4,4,5,NA,,,,,,,Facturation,,,,,Ras,Facture
2019-06-13 18:58:20 UTC,2019-06-13 19:00:40 UTC,completed,ios,Chrome 74.0.3729.155,e2970fda-4750-11e9-9155-5012702562f6,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Recherche internet (Google),10,9,5,3,5,4,5,5,5,5,5,4,Outils de gestion des stocks,,,,,"Accessoires de caisse (comme une imprimante à reçus, un lecteur de code-barres, etc.)",Facturation,,,,,Ras,Non
2019-06-13 18:59:39 UTC,2019-06-13 19:08:46 UTC,completed,android,Chrome 67.0.3396.87,0ea447b0-4728-11e9-a726-0616e90758bd,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Quelqu'un m'a recommandé iZettle,10,10,5,4,4,5,4,5,4,4,4,3,,,,,,"Accessoires de caisse (comme une imprimante à reçus, un lecteur de code-barres, etc.)",,,,,,Je voudrai proposer le paiement en 3 fois,Pour l'instant rien.
2019-06-13 19:13:03 UTC,2019-06-13 19:16:28 UTC,completed,ios,Safari 12.1.1,d53c4364-4769-11e9-a3ef-c72b2cc6a2f0,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Réseaux sociaux,9,9,5,3,5,4,5,5,4,5,5,5,,,Fonction de gestion de la fidélisation / CRM,Outils comptables,,,,,,,,Na,Pas pour pour l’instant
2019-06-14 12:58:16 UTC,2019-06-14 13:02:40 UTC,completed,android,Chrome 67.0.3396.87,d7d20d10-6f34-11e8-b86b-5db2bdb26bf6,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Quelqu'un m'a recommandé iZettle,10,10,4,3,5,4,5,5,4,4,4,3,,,,,,"Accessoires de caisse (comme une imprimante à reçus, un lecteur de code-barres, etc.)",Facturation,,,,,De temps en temps je n'arrive pas à connecter Odette avec mon portable,Puovoir sortir un ticket au moment du paiement
2019-06-14 16:16:57 UTC,2019-06-14 16:20:05 UTC,completed,android,Chrome 75.0.3770.89,9c503980-7009-11e8-88e0-5903c41ff0ce,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Recherche internet (Google),10,10,5,4,4,5,5,5,5,5,5,NA,,Outils de suivi et d'analyse des ventes,,Outils comptables,,,Facturation,,,,,"Non, je suis très satisfaite en tout point","Pour ma part tout ce dont j'ai besoin est là, aucun service ne me manque"
2019-06-14 17:50:34 UTC,2019-06-14 17:52:29 UTC,completed,ios,Safari 11.0,33d27f40-6f9a-11e8-b754-bb61a6f825c3,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Réseaux sociaux,8,8,3,3,4,4,4,2,3,3,2,3,,,,,,,,,Lecteur de carte,,,De pouvoir accepter tout type de paiement,Non
2019-06-14 18:39:35 UTC,2019-06-14 18:41:07 UTC,completed,ios,Safari 11.0,b9c64040-6fc8-11e8-81f8-016cf53dd5d8,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Quelqu'un m'a recommandé iZettle,7,8,4,4,4,4,4,4,4,4,4,4,,,,,,,Facturation,,,,,Ras,Ras
2019-06-14 19:12:11 UTC,2019-06-14 19:16:00 UTC,completed,windows,Opera 60.0.3255.151,2305969e-47e3-11e9-adc1-1ffa3c36c9ab,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-Survey3MonthsCheck Version 2,Publicité sur internet,10,10,4,3,5,5,3,5,5,4,4,4,Outils de gestion des stocks,,,,,,,,,,,r. a. s,gestions de stock
2019-06-15 07:38:38 UTC,2019-06-15 07:55:09 UTC,completed,ios,Safari 12.1,a8e5be40-6730-11e8-be41-7a12346ef820,3M,FR,email,crm,EU_FR_SRV_ALL_ALL_EML_GFB-SurveyYearlyCheck Version 2,Quelqu'un m'a recommandé iZettle,4,6,3,1,1,2,4,4,2,3,3,1,,Outils de suivi et d'analyse des ventes,,Outils comptables,,,Facturation,,,,,"L’arrêt comptable d’une journée de travail. À partir de minuit, vous considérez que c’est une autre journée qui commence. Ors ce n’est pas le cas. Il faudrait qu’on puisse personnellement définir quand commence ou se termine notre journée d’encaissement.",Début et terme des encaissements journaliers défini par l’activité et non de 0h à minuit
